Time UTC (yyyy-mm-ddThh:mm:ss.fffZ),Conductivity (S/m),Density (kg/m3),Error Code (NA),External pH (Dynamic Salinity) (pH),FET External Voltage (V),Instrument Clock (Gregorian days since 19700101T000000Z),Internal Humidity (%),Internal Temperature (C),Oxygen Concentration Corrected (ml/l),Practical Salinity (psu),Pressure (decibar),Sigma-t (kg/m3),Sigma-theta (0 dbar) (kg/m3),Sound Speed (m/s),Temperature (C)
2025-02-13T18:06:37.867Z,2.73354,1026.022075,0,7.744,-0.895354,20132.25453,0.5,0.9,5.254,31.9708,82.849,25.62730346,25.62746746,1449.602626,0.6916
2025-02-13T18:08:37.864Z,2.73334,1026.023507,0,7.744,-0.895361,20132.25591,0.5,1,5.256,31.9724,82.83,25.62881696,25.62898062,1449.585323,0.6874
2025-02-13T18:10:37.863Z,2.73322,1026.023465,0,7.7439,-0.895366,20132.2573,0.5,0.9,5.26,31.9723,82.824,25.62880105,25.6289646,1449.579629,0.6862
2025-02-13T18:12:37.863Z,2.73318,1026.023178,0,7.7439,-0.895367,20132.25869,0.5,1,5.261,31.9719,82.83,25.62848457,25.62864811,1449.578739,0.6861
2025-02-13T18:14:37.863Z,2.73318,1026.023131,0,7.7435,-0.89539,20132.26008,0.5,1,5.262,31.9718,82.837,25.6284041,25.62856766,1449.57872,0.6861
2025-02-13T18:16:37.863Z,2.73317,1026.023246,0,7.7431,-0.895412,20132.26147,0.5,1,5.261,31.972,82.824,25.62858117,25.62874468,1449.577409,0.6858
2025-02-13T18:18:37.863Z,2.73317,1026.023279,0,7.7424,-0.895446,20132.26286,0.5,1,5.262,31.9719,82.849,25.62849532,25.62865889,1449.578137,0.6859
2025-02-13T18:20:37.863Z,2.73319,1026.023101,0,7.7422,-0.89546,20132.26425,0.5,1,5.261,31.9716,82.868,25.62822704,25.62839068,1449.580323,0.6864
2025-02-13T18:22:37.863Z,2.73318,1026.023732,0,7.7432,-0.895402,20132.26564,0.5,0.9,5.263,31.9722,82.891,25.62874748,25.62891112,1449.578306,0.6857
2025-02-13T18:24:37.863Z,2.73319,1026.023392,0,7.7437,-0.895377,20132.26703,0.5,1,5.264,31.9718,82.893,25.62839872,25.6285624,1449.580084,0.6862
2025-02-13T18:26:37.863Z,2.73348,1026.022042,0,7.743,-0.895412,20132.26841,0.5,1,5.266,31.9705,82.887,25.62708899,25.62725302,1449.600568,0.6911
2025-02-13T18:28:37.862Z,2.73376,1026.023398,0,7.7433,-0.895393,20132.2698,0.5,1,5.267,31.9722,82.906,25.62835991,25.62852416,1449.61133,0.6929
2025-02-13T18:30:37.863Z,2.7338,1026.021955,0,7.7434,-0.895384,20132.27119,0.5,1,5.262,31.9705,82.916,25.62687349,25.6270379,1449.619248,0.6951
2025-02-13T18:32:38.112Z,2.73366,1026.023203,0,7.7425,-0.895436,20132.27258,0.5,1,5.263,31.972,82.887,25.62825286,25.62841698,1449.606204,0.6919
2025-02-13T18:34:37.868Z,2.73339,1026.023046,0,7.7438,-0.895369,20132.27397,0.5,1,5.261,31.9717,82.868,25.62817837,25.62834221,1449.591383,0.6888
2025-02-13T18:36:37.863Z,2.73329,1026.023196,0,7.7448,-0.895315,20132.27536,0.5,1,5.267,31.9718,82.866,25.62833417,25.62849789,1449.585109,0.6874
2025-02-13T18:38:37.863Z,2.73323,1026.023302,0,7.7445,-0.895335,20132.27675,0.5,1,5.269,31.9719,82.862,25.62845767,25.62862132,1449.581535,0.6866
2025-02-13T18:40:37.862Z,2.73335,1026.022554,0,7.7446,-0.895327,20132.27814,0.5,1,5.266,31.9712,82.849,25.62777605,25.62793984,1449.59041,0.6888
2025-02-13T18:42:37.862Z,2.73325,1026.023453,0,7.7451,-0.895298,20132.27953,0.5,1,5.267,31.9722,82.843,25.62869907,25.62886269,1449.581625,0.6866
2025-02-13T18:44:37.867Z,2.73323,1026.02313,0,7.7455,-0.895276,20132.28091,0.5,1,5.269,31.9717,82.862,25.62828599,25.62844965,1449.58218,0.6868
2025-02-13T18:46:37.867Z,2.73329,1026.022976,0,7.7452,-0.895295,20132.2823,0.5,1,5.271,31.9715,82.874,25.62807664,25.62824039,1449.586206,0.6877
2025-02-13T18:48:37.863Z,2.73316,1026.023232,0,7.7455,-0.895278,20132.28369,0.5,1,5.27,31.9717,82.874,25.62832902,25.62849264,1449.578732,0.686
2025-02-13T18:50:37.862Z,2.7332,1026.023214,0,7.7455,-0.895279,20132.28508,0.5,1,5.265,31.9716,82.893,25.62822166,25.62838536,1449.581184,0.6865
2025-02-13T18:52:38.362Z,2.73321,1026.023117,0,7.7454,-0.895284,20132.28648,0.5,0.9,5.266,31.9714,82.91,25.62804459,25.62820834,1449.58256,0.6868
2025-02-13T18:54:37.867Z,2.7336,1026.023816,0,7.7459,-0.895256,20132.28786,0.5,1,5.264,31.9726,82.899,25.62880565,25.6289697,1449.601277,0.6906
2025-02-13T18:56:37.863Z,2.73347,1026.023147,0,7.7456,-0.89527,20132.28925,0.5,0.9,5.266,31.9717,82.901,25.62812455,25.62828853,1449.596471,0.6898
2025-02-13T18:58:38.116Z,2.73337,1026.022842,0,7.7461,-0.895246,20132.29064,0.5,1,5.265,31.9712,82.912,25.62776529,25.62792922,1449.592343,0.689
2025-02-13T19:00:37.863Z,2.7332,1026.023643,0,7.7456,-0.895272,20132.29203,0.5,1,5.262,31.972,82.912,25.62855965,25.62872337,1449.580658,0.6862
2025-02-13T19:02:37.867Z,2.7332,1026.023381,0,7.7461,-0.895246,20132.29341,0.5,1,5.262,31.9717,82.91,25.6283075,25.62847123,1449.581137,0.6864
2025-02-13T19:04:37.862Z,2.73316,1026.024048,0,7.746,-0.895253,20132.2948,0.5,0.9,5.266,31.9723,82.937,25.62884407,25.62900779,1449.577819,0.6854
2025-02-13T19:06:37.863Z,2.73316,1026.023796,0,7.7454,-0.895284,20132.29619,0.5,1,5.265,31.972,82.937,25.62859192,25.62875565,1449.578331,0.6856
2025-02-13T19:08:37.862Z,2.73315,1026.023605,0,7.7465,-0.895226,20132.29758,0.5,1,5.268,31.9716,82.968,25.62825393,25.62841773,1449.579669,0.6859
2025-02-13T19:10:37.863Z,2.73313,1026.024079,0,7.7463,-0.895238,20132.29897,0.5,0.9,5.27,31.9721,82.975,25.6286939,25.62885767,1449.57726,0.6852
2025-02-13T19:12:37.867Z,2.7331,1026.024073,0,7.7458,-0.895261,20132.30036,0.5,1,5.269,31.972,82.987,25.62862956,25.62879333,1449.575955,0.6849
2025-02-13T19:14:37.862Z,2.7331,1026.02437,0,7.7458,-0.895264,20132.30175,0.5,1,5.269,31.9722,83.012,25.62880662,25.62897042,1449.575261,0.6846
2025-02-13T19:16:37.863Z,2.73309,1026.024787,0,7.7466,-0.89522,20132.30314,0.5,1,5.267,31.9726,83.025,25.62916074,25.62932453,1449.573271,0.684
2025-02-13T19:18:37.863Z,2.73309,1026.024639,0,7.7471,-0.895191,20132.30453,0.5,1,5.27,31.9725,83.012,25.6290749,25.62923867,1449.573383,0.6841
2025-02-13T19:20:37.867Z,2.73307,1026.024764,0,7.7468,-0.895212,20132.30591,0.5,1,5.266,31.9726,83.019,25.62916612,25.62932988,1449.572719,0.6839
2025-02-13T19:22:37.862Z,2.73306,1026.024712,0,7.7469,-0.895204,20132.3073,0.5,1,5.268,31.9724,83.042,25.62900519,25.62916899,1449.572826,0.6839
2025-02-13T19:24:37.862Z,2.73306,1026.02498,0,7.7463,-0.895236,20132.30869,0.5,1,5.267,31.9726,83.062,25.62917687,25.6293407,1449.572506,0.6837
2025-02-13T19:26:38.116Z,2.73307,1026.02464,0,7.7469,-0.895204,20132.31008,0.5,1,5.269,31.9723,83.046,25.62891397,25.6290778,1449.573669,0.6841
2025-02-13T19:28:37.862Z,2.73309,1026.02459,0,7.7466,-0.89522,20132.31147,0.5,0.9,5.269,31.9722,83.056,25.62881738,25.62898125,1449.575064,0.6844
2025-02-13T19:30:37.861Z,2.73312,1026.024935,0,7.7466,-0.895219,20132.31286,0.5,1,5.271,31.9726,83.062,25.62913386,25.62929776,1449.576148,0.6845
2025-02-13T19:32:37.867Z,2.73308,1026.024887,0,7.7457,-0.895267,20132.31425,0.5,1,5.273,31.9724,83.081,25.62899444,25.62915834,1449.574369,0.6841
2025-02-13T19:34:37.862Z,2.73307,1026.025093,0,7.7463,-0.895237,20132.31564,0.5,1,5.269,31.9727,83.069,25.62925734,25.62942119,1449.572752,0.6837
2025-02-13T19:36:37.862Z,2.73304,1026.024967,0,7.7463,-0.895235,20132.31703,0.5,1,5.264,31.9725,83.075,25.62910178,25.62926563,1449.572128,0.6836
2025-02-13T19:38:37.862Z,2.7331,1026.024956,0,7.7465,-0.895224,20132.31841,0.5,1,5.269,31.9725,83.081,25.62906415,25.62922807,1449.575413,0.6843
2025-02-13T19:40:37.867Z,2.73363,1026.02383,0,7.7462,-0.895238,20132.3198,0.5,1,5.267,31.9717,83.067,25.62802224,25.62818671,1449.607815,0.6917
2025-02-13T19:42:37.862Z,2.73478,1026.018398,0,7.7462,-0.895216,20132.32119,0.5,1,5.266,31.9662,83.088,25.62253344,25.62269942,1449.690512,0.7114
2025-02-13T19:44:37.862Z,2.7336,1026.024344,0,7.7463,-0.895232,20132.32258,0.5,1,5.263,31.9722,83.081,25.62846764,25.62863208,1449.605065,0.6909
2025-02-13T19:46:37.866Z,2.73329,1026.024693,0,7.7467,-0.895216,20132.32397,0.5,1,5.267,31.9725,83.054,25.62893508,25.62909914,1449.585903,0.6867
2025-02-13T19:48:37.862Z,2.73309,1026.025105,0,7.7468,-0.895209,20132.32536,0.5,1,5.268,31.9727,83.075,25.62924121,25.62940509,1449.574215,0.684
2025-02-13T19:50:37.862Z,2.73308,1026.025426,0,7.7462,-0.895245,20132.32675,0.5,1,5.27,31.9731,83.069,25.62958995,25.62975379,1449.572373,0.6835
2025-02-13T19:52:38.110Z,2.73303,1026.02535,0,7.7475,-0.895171,20132.32814,0.5,1,5.272,31.9727,83.117,25.62928421,25.62944812,1449.571254,0.6832
2025-02-13T19:54:37.862Z,2.73241,1026.026915,0,7.7468,-0.895218,20132.32953,0.5,1,5.247,31.9741,83.102,25.63089931,25.63106248,1449.53143,0.6741
2025-02-13T19:56:37.862Z,2.73231,1026.028524,0,7.7474,-0.895187,20132.33091,0.5,1,5.222,31.9757,83.138,25.63233156,25.63249463,1449.521843,0.6714
2025-02-13T19:58:37.861Z,2.73249,1026.027861,0,7.7471,-0.895204,20132.3323,0.5,1,5.222,31.975,83.15,25.63161816,25.63178146,1449.533861,0.6742
2025-02-13T20:00:37.862Z,2.73265,1026.026725,0,7.7468,-0.895216,20132.33369,0.5,1,5.223,31.9737,83.171,25.63038966,25.63055324,1449.547958,0.6776
2025-02-13T20:02:37.866Z,2.73264,1026.0271,0,7.7465,-0.895231,20132.33508,0.5,1,5.23,31.9741,83.175,25.63074373,25.63090728,1449.545822,0.677
2025-02-13T20:04:37.861Z,2.73276,1026.027335,0,7.7465,-0.895232,20132.33647,0.5,1,5.227,31.9744,83.188,25.63092072,25.6310844,1449.551897,0.6782
2025-02-13T20:06:37.866Z,2.7327,1026.027227,0,7.7465,-0.895234,20132.33786,0.5,0.9,5.226,31.9743,83.175,25.63087246,25.63103607,1449.54882,0.6776
2025-02-13T20:08:37.862Z,2.73264,1026.026961,0,7.7454,-0.895289,20132.33925,0.5,1,5.227,31.9739,83.182,25.63057206,25.63073564,1449.546581,0.6772
2025-02-13T20:10:37.862Z,2.73262,1026.027025,0,7.7462,-0.895248,20132.34064,0.5,1,5.226,31.9741,83.157,25.63075446,25.63091796,1449.544619,0.6768
2025-02-13T20:12:37.866Z,2.73277,1026.026834,0,7.7459,-0.895261,20132.34203,0.5,1,5.224,31.9741,83.138,25.63065785,25.63082145,1449.552508,0.6786
2025-02-13T20:14:37.866Z,2.7328,1026.027208,0,7.7452,-0.895299,20132.34341,0.5,1,5.224,31.9746,83.131,25.63106555,25.63122915,1449.552604,0.6785
2025-02-13T20:16:37.862Z,2.73272,1026.026872,0,7.7453,-0.895294,20132.3448,0.5,0.9,5.226,31.974,83.157,25.63060422,25.63076782,1449.550407,0.6781
2025-02-13T20:18:37.866Z,2.73252,1026.027895,0,7.7455,-0.895287,20132.34619,0.5,1,5.226,31.975,83.163,25.63159134,25.63175471,1449.536349,0.6747
2025-02-13T20:20:38.110Z,2.7326,1026.027682,0,7.7448,-0.895323,20132.34758,0.5,1,5.226,31.9748,83.165,25.6313714,25.63153485,1449.541125,0.6758
2025-02-13T20:22:37.861Z,2.73267,1026.027508,0,7.745,-0.895312,20132.34897,0.5,1,5.233,31.9745,83.192,25.63107097,25.63123456,1449.546174,0.6769
2025-02-13T20:24:37.861Z,2.73265,1026.027448,0,7.7451,-0.89531,20132.35036,0.5,1,5.232,31.9744,83.194,25.63100123,25.63116481,1449.545163,0.6767
2025-02-13T20:26:37.861Z,2.73268,1026.027682,0,7.7451,-0.895308,20132.35175,0.5,0.9,5.236,31.9746,83.213,25.63114607,25.63130971,1449.547103,0.677
2025-02-13T20:28:37.866Z,2.73274,1026.027524,0,7.7442,-0.895356,20132.35314,0.5,1,5.236,31.9742,83.259,25.63077052,25.63093433,1449.551872,0.678
2025-02-13T20:30:37.865Z,2.73274,1026.027342,0,7.744,-0.895366,20132.35453,0.5,1,5.238,31.974,83.257,25.63059885,25.63076266,1449.552485,0.6782
2025-02-13T20:32:37.866Z,2.73278,1026.027118,0,7.745,-0.895311,20132.35591,0.5,0.9,5.238,31.9737,83.27,25.6303145,25.6304784,1449.55594,0.679
2025-02-13T20:34:37.866Z,2.73278,1026.027204,0,7.7445,-0.895336,20132.3573,0.5,1,5.243,31.9737,83.288,25.6303145,25.63047843,1449.556232,0.679
2025-02-13T20:36:37.861Z,2.73283,1026.027255,0,7.7447,-0.895324,20132.35869,0.5,1,5.245,31.9737,83.307,25.63027691,25.63044094,1449.559728,0.6797
2025-02-13T20:38:37.861Z,2.73277,1026.0273,0,7.7447,-0.895327,20132.36008,0.5,1,5.244,31.9737,83.307,25.63031987,25.63048383,1449.556085,0.6789
2025-02-13T20:40:37.861Z,2.73319,1026.029353,0,7.7446,-0.895333,20132.36147,0.5,1,5.24,31.9764,83.313,25.63235282,25.63251705,1449.571611,0.6815
2025-02-13T20:42:37.861Z,2.73306,1026.027987,0,7.7443,-0.89535,20132.36286,0.5,1,5.241,31.9747,83.313,25.63098489,25.63114909,1449.569352,0.6815
2025-02-13T20:44:37.861Z,2.73296,1026.028464,0,7.7447,-0.895325,20132.36425,0.5,0.9,5.24,31.975,83.345,25.63130687,25.63147102,1449.563439,0.68
2025-02-13T20:46:38.110Z,2.73272,1026.028322,0,7.7446,-0.895337,20132.36564,0.5,1,5.238,31.9747,83.334,25.63121044,25.63137434,1449.550566,0.6773
2025-02-13T20:48:37.861Z,2.73281,1026.02774,0,7.7443,-0.895346,20132.36703,0.5,1,5.24,31.9739,83.368,25.63047007,25.63063417,1449.558251,0.6791
2025-02-13T20:50:37.868Z,2.73277,1026.027628,0,7.7442,-0.895357,20132.36841,0.5,0.9,5.24,31.9737,83.376,25.63031987,25.63048397,1449.557204,0.6789
2025-02-13T20:52:37.861Z,2.73291,1026.027394,0,7.744,-0.895363,20132.3698,0.5,1,5.25,31.9734,83.401,25.62997106,25.63013537,1449.566319,0.6809
2025-02-13T20:54:37.861Z,2.73303,1026.027348,0,7.7439,-0.895368,20132.37119,0.5,1,5.248,31.9735,83.391,25.62997631,25.63014071,1449.572665,0.6823
2025-02-13T20:56:37.860Z,2.73291,1026.028455,0,7.7455,-0.895285,20132.37258,0.5,1,5.243,31.9747,83.389,25.63108695,25.63125116,1449.561932,0.6796
2025-02-13T20:58:37.861Z,2.73291,1026.027514,0,7.7449,-0.895314,20132.37397,0.5,1,5.244,31.9736,83.389,25.63014811,25.63031237,1449.565024,0.6806
2025-02-13T21:00:37.861Z,2.73291,1026.027107,0,7.7448,-0.895318,20132.37536,0.5,1,5.245,31.9731,83.395,25.62971354,25.62987786,1449.567189,0.6812
2025-02-13T21:02:37.860Z,2.73285,1026.027229,0,7.7447,-0.895324,20132.37675,0.5,1,5.251,31.9732,83.393,25.62984235,25.63000659,1449.563191,0.6803
2025-02-13T21:04:37.864Z,2.73272,1026.028813,0,7.7448,-0.895326,20132.37814,0.5,0.9,5.241,31.9749,83.401,25.63138211,25.63154614,1449.551008,0.6771
2025-02-13T21:06:37.860Z,2.73285,1026.027988,0,7.745,-0.89531,20132.37953,0.5,0.9,5.233,31.974,83.408,25.63052905,25.63069327,1449.560855,0.6795
2025-02-13T21:08:37.860Z,2.73282,1026.027771,0,7.7458,-0.895268,20132.38091,0.5,1,5.235,31.9738,83.395,25.63037349,25.63053767,1449.559923,0.6794
2025-02-13T21:10:37.865Z,2.73298,1026.027612,0,7.7452,-0.895297,20132.3823,0.5,1,5.235,31.9736,83.42,25.63009976,25.63026416,1449.569626,0.6815
2025-02-13T21:12:38.113Z,2.73297,1026.027794,0,7.7458,-0.895263,20132.38369,0.5,1,5.233,31.9737,83.439,25.63019097,25.63035539,1449.569156,0.6813
2025-02-13T21:14:37.860Z,2.733,1026.027307,0,7.7458,-0.895263,20132.38508,0.5,0.9,5.243,31.9732,83.433,25.62973491,25.62989939,1449.572948,0.6823
2025-02-13T21:16:37.861Z,2.73297,1026.027306,0,7.7459,-0.895259,20132.38647,0.5,1,5.25,31.9731,83.445,25.62967594,25.62984041,1449.571188,0.6819
2025-02-13T21:18:37.860Z,2.73299,1026.027529,0,7.7454,-0.895289,20132.38786,0.5,1,5.257,31.9733,83.458,25.62983687,25.63000137,1449.571665,0.6819
2025-02-13T21:20:37.861Z,2.73341,1026.026233,0,7.7454,-0.895284,20132.38925,0.5,1,5.251,31.9721,83.464,25.62852714,25.62869214,1449.599309,0.6883
2025-02-13T21:22:37.860Z,2.73332,1026.02716,0,7.7455,-0.895278,20132.39064,0.5,0.9,5.249,31.973,83.483,25.62935893,25.62952382,1449.591707,0.6863
2025-02-13T21:24:37.865Z,2.73308,1026.027161,0,7.7455,-0.895279,20132.39203,0.5,0.9,5.255,31.9729,83.466,25.62943439,25.62959902,1449.578093,0.6834
2025-02-13T21:26:37.865Z,2.73306,1026.027105,0,7.7452,-0.895295,20132.39341,0.5,1,5.259,31.9728,83.47,25.6293593,25.62952393,1449.57757,0.6833
2025-02-13T21:28:37.860Z,2.73338,1026.026484,0,7.7457,-0.895267,20132.3948,0.5,1,5.256,31.9723,83.477,25.62871497,25.62887997,1449.597509,0.6878
2025-02-13T21:30:37.860Z,2.73295,1026.028249,0,7.7449,-0.895314,20132.39619,0.5,1,5.255,31.9739,83.495,25.63037876,25.63054326,1449.568054,0.6808
2025-02-13T21:32:37.860Z,2.73299,1026.027217,0,7.7457,-0.895272,20132.39758,0.5,1,5.253,31.9727,83.502,25.62931646,25.62948109,1449.574769,0.6826
2025-02-13T21:34:37.864Z,2.73312,1026.026215,0,7.7454,-0.895283,20132.39897,0.5,1,5.256,31.9716,83.508,25.62829157,25.62845641,1449.585243,0.6852
2025-02-13T21:36:37.859Z,2.73322,1026.027012,0,7.746,-0.895253,20132.40036,0.5,1,5.255,31.9725,83.527,25.62899963,25.62916454,1449.588114,0.6855
2025-02-13T21:38:37.860Z,2.73319,1026.027774,0,7.745,-0.895307,20132.40175,0.5,1,5.25,31.9733,83.539,25.6297025,25.62986736,1449.584363,0.6844
2025-02-13T21:40:38.110Z,2.73297,1026.027983,0,7.7463,-0.895239,20132.40314,0.5,1,5.25,31.9734,83.533,25.62993345,25.63009808,1449.571649,0.6816
2025-02-13T21:42:37.860Z,2.73306,1026.027382,0,7.7455,-0.89528,20132.40453,0.5,1,5.255,31.9728,83.527,25.62936468,25.62952941,1449.578039,0.6832
2025-02-13T21:44:37.860Z,2.73302,1026.027548,0,7.7454,-0.895284,20132.40591,0.5,1,5.256,31.973,83.521,25.62955786,25.62972253,1449.575476,0.6826
2025-02-13T21:46:37.860Z,2.7331,1026.027177,0,7.746,-0.895252,20132.4073,0.5,1,5.263,31.9726,83.527,25.62916074,25.62932554,1449.581416,0.684
2025-02-13T21:48:37.861Z,2.73315,1026.026971,0,7.7462,-0.895239,20132.40869,0.5,1,5.267,31.9724,83.527,25.6289568,25.62912166,1449.584793,0.6848
2025-02-13T21:50:37.859Z,2.73316,1026.026856,0,7.7462,-0.895239,20132.41008,0.5,1,5.275,31.9723,83.521,25.62887096,25.62903581,1449.585018,0.6849
2025-02-13T21:52:37.860Z,2.73308,1026.027309,0,7.7476,-0.895166,20132.41147,0.5,1,5.268,31.9728,83.514,25.62935393,25.62951865,1449.578739,0.6834
2025-02-13T21:54:37.861Z,2.73319,1026.02692,0,7.7465,-0.895222,20132.41286,0.5,1,5.266,31.9723,83.539,25.62884945,25.62901437,1449.587132,0.6853
2025-02-13T21:56:37.860Z,2.73319,1026.026627,0,7.7462,-0.895239,20132.41425,0.5,1,5.276,31.972,83.533,25.62858655,25.62875148,1449.588457,0.6857
2025-02-13T21:58:37.864Z,2.73323,1026.026919,0,7.7464,-0.895229,20132.41564,0.5,1,5.278,31.9723,83.546,25.62881719,25.62898216,1449.589977,0.6859
2025-02-13T22:00:37.860Z,2.73328,1026.026111,0,7.7465,-0.895222,20132.41703,0.5,1,5.283,31.9713,83.564,25.62792647,25.6280916,1449.596225,0.6875
2025-02-13T22:02:37.860Z,2.73328,1026.026613,0,7.7467,-0.895211,20132.41841,0.5,0.9,5.286,31.9717,83.596,25.62827523,25.62844038,1449.595,0.687
2025-02-13T22:04:37.860Z,2.73324,1026.026722,0,7.7468,-0.895207,20132.4198,0.5,1,5.28,31.9718,83.596,25.62838259,25.62854771,1449.592856,0.6865
2025-02-13T22:06:38.109Z,2.73335,1026.026792,0,7.7459,-0.895253,20132.42119,0.5,0.9,5.274,31.9718,83.625,25.62831803,25.62848331,1449.59879,0.6877
2025-02-13T22:08:37.859Z,2.7333,1026.026361,0,7.7466,-0.895213,20132.42258,0.5,1,5.274,31.9714,83.602,25.62799617,25.62816139,1449.597885,0.6877
2025-02-13T22:10:37.859Z,2.73347,1026.026163,0,7.7462,-0.895234,20132.42397,0.5,1,5.274,31.9713,83.602,25.62780269,25.62796808,1449.607314,0.6898
2025-02-13T22:12:37.859Z,2.73345,1026.02574,0,7.7464,-0.895224,20132.42536,0.5,1,5.275,31.9708,83.6,25.62738961,25.627555,1449.607527,0.69
2025-02-13T22:14:37.859Z,2.73352,1026.025406,0,7.7459,-0.895248,20132.42675,0.5,1,5.277,31.9705,83.596,25.62707822,25.6272437,1449.612982,0.6913
2025-02-13T22:16:37.859Z,2.73356,1026.024815,0,7.7469,-0.895196,20132.42814,0.5,1,5.283,31.9699,83.585,25.62654159,25.62670711,1449.616559,0.6923
2025-02-13T22:18:37.859Z,2.73353,1026.02563,0,7.7467,-0.895205,20132.42953,0.5,1,5.283,31.9708,83.59,25.62733038,25.62749584,1449.612373,0.6911
2025-02-13T22:20:37.859Z,2.73349,1026.02563,0,7.7457,-0.895262,20132.43091,0.5,1,5.276,31.9707,83.602,25.62727146,25.6274369,1449.610614,0.6907
2025-02-13T22:22:37.859Z,2.73348,1026.026019,0,7.7469,-0.895198,20132.4323,0.5,1,5.275,31.9712,83.59,25.62771685,25.62788221,1449.607441,0.6899
2025-02-13T22:24:37.859Z,2.73365,1026.024204,0,7.7467,-0.895203,20132.43369,0.5,1,5.275,31.9692,83.596,25.62588138,25.62604706,1449.624002,0.6941
2025-02-13T22:26:37.860Z,2.73372,1026.024163,0,7.7458,-0.895251,20132.43508,0.5,1,5.288,31.9691,83.615,25.62575241,25.6259182,1449.628274,0.695
2025-02-13T22:28:37.860Z,2.73372,1026.024148,0,7.7463,-0.895224,20132.43647,0.5,1,5.29,31.9691,83.613,25.62574702,25.62591282,1449.628697,0.6951
2025-02-13T22:30:37.860Z,2.73375,1026.02394,0,7.7471,-0.89518,20132.43786,0.5,1,5.291,31.9688,83.627,25.6254733,25.62563916,1449.631257,0.6957
2025-02-13T22:32:37.859Z,2.73373,1026.024334,0,7.7461,-0.895237,20132.43925,0.5,1,5.291,31.9691,83.652,25.62574702,25.6259129,1449.62933,0.6951
2025-02-13T22:34:38.108Z,2.73373,1026.024482,0,7.7466,-0.895208,20132.44064,0.5,1,5.293,31.9692,83.665,25.62583288,25.62599877,1449.629218,0.695
2025-02-13T22:36:37.859Z,2.73363,1026.025113,0,7.747,-0.895191,20132.44203,0.5,1,5.29,31.9698,83.675,25.62641264,25.62657842,1449.621984,0.6932
2025-02-13T22:38:37.859Z,2.73359,1026.025265,0,7.7469,-0.895194,20132.44341,0.5,1,5.287,31.9698,83.701,25.62643958,25.62660537,1449.620129,0.6927
2025-02-13T22:40:37.859Z,2.7336,1026.025144,0,7.747,-0.895187,20132.4448,0.5,1,5.285,31.9697,83.696,25.62634296,25.62650876,1449.621281,0.693
2025-02-13T22:42:37.859Z,2.73366,1026.025258,0,7.7464,-0.89522,20132.44619,0.5,1,5.286,31.9698,83.709,25.62639648,25.62656235,1449.623901,0.6935
2025-02-13T22:44:37.860Z,2.73365,1026.025263,0,7.7467,-0.895205,20132.44758,0.5,1,5.285,31.9698,83.709,25.62640187,25.62656773,1449.623446,0.6934
2025-02-13T22:46:37.859Z,2.73362,1026.025081,0,7.7466,-0.895212,20132.44897,0.5,1,5.285,31.9696,83.702,25.62625172,25.62641755,1449.622156,0.6932
2025-02-13T22:48:37.864Z,2.73363,1026.025399,0,7.7465,-0.895215,20132.45036,0.5,1,5.284,31.9698,83.734,25.62641803,25.62658392,1449.622486,0.6931
2025-02-13T22:50:37.859Z,2.73378,1026.025856,0,7.7462,-0.895233,20132.45175,0.5,1,5.28,31.9706,83.709,25.62699707,25.62716302,1449.628606,0.6943
2025-02-13T22:52:37.860Z,2.73383,1026.024121,0,7.7468,-0.895196,20132.45314,0.5,1,5.283,31.9686,83.713,25.62524768,25.62541381,1449.637849,0.6969
2025-02-13T22:54:37.859Z,2.73488,1026.022083,0,7.7459,-0.895231,20132.45453,0.5,1,5.281,31.9671,83.709,25.62326296,25.62343022,1449.70133,0.7113
2025-02-13T22:56:37.859Z,2.73396,1026.023156,0,7.746,-0.895236,20132.45591,0.5,1,5.281,31.9675,83.728,25.62421698,25.62438334,1449.648921,0.6996
2025-02-13T22:58:37.859Z,2.73364,1026.025551,0,7.7463,-0.895225,20132.4573,0.5,1,5.281,31.97,83.732,25.62657896,25.62674485,1449.622719,0.6931
2025-02-13T23:00:38.108Z,2.7336,1026.025331,0,7.746,-0.895244,20132.45869,0.5,1,5.283,31.9698,83.715,25.62643958,25.6266054,1449.620356,0.6927
2025-02-13T23:02:37.859Z,2.73426,1026.029072,0,7.7465,-0.895218,20132.46008,0.5,1,5.28,31.9746,83.734,25.63010235,25.63026859,1449.643888,0.6964
2025-02-13T23:04:37.859Z,2.73402,1026.025596,0,7.7458,-0.895249,20132.46147,0.5,1,5.279,31.9704,83.726,25.62666363,25.62682987,1449.643183,0.6975
2025-02-13T23:06:37.859Z,2.73389,1026.025304,0,7.7456,-0.895263,20132.46286,0.5,1,5.281,31.9698,83.753,25.62624018,25.62640637,1449.637817,0.6964
2025-02-13T23:08:37.859Z,2.73379,1026.025573,0,7.7453,-0.895277,20132.46425,0.5,1,5.277,31.9701,83.74,25.62656782,25.62673386,1449.630721,0.6948
2025-02-13T23:10:37.858Z,2.73363,1026.025356,0,7.7456,-0.895262,20132.46564,0.5,1,5.275,31.9698,83.726,25.62641264,25.62657853,1449.622811,0.6932
2025-02-13T23:12:37.859Z,2.73353,1026.025649,0,7.7459,-0.895247,20132.46703,0.5,1,5.275,31.9699,83.753,25.6265739,25.62673972,1449.616553,0.6917
