Time UTC (yyyy-mm-ddThh:mm:ss.fffZ),Conductivity (S/m),Density (kg/m3),Error Code (NA),External pH (Dynamic Salinity) (pH),FET External Voltage (V),Instrument Clock (Gregorian days since 19700101T000000Z),Internal Humidity (%),Internal Temperature (C),Oxygen Concentration Corrected (ml/l),Practical Salinity (psu),Pressure (decibar),Sigma-t (kg/m3),Sigma-theta (0 dbar) (kg/m3),Sound Speed (m/s),Temperature (C)
2025-02-15T00:08:37.841Z,2.73586,1026.012438,0,7.7622,-0.894328,20133.50591,0.5,1,5.411,31.9579,83.491,25.61470045,25.61486882,1449.782926,0.7327
2025-02-15T00:10:38.090Z,2.73548,1026.014464,0,7.7621,-0.894336,20133.5073,0.5,1,5.397,31.96,83.481,25.61675937,25.61692721,1449.754623,0.7259
2025-02-15T00:12:37.845Z,2.73613,1026.010515,0,7.7615,-0.894359,20133.50869,0.5,1,5.385,31.9558,83.506,25.61271722,25.61288601,1449.804939,0.7381
2025-02-15T00:14:37.841Z,2.73563,1026.01382,0,7.7609,-0.894401,20133.51008,0.5,1,5.388,31.9591,83.531,25.61588325,25.6160514,1449.766975,0.7287
2025-02-15T00:16:37.841Z,2.73578,1026.013378,0,7.7599,-0.894452,20133.51147,0.5,1,5.387,31.9586,83.55,25.61535602,25.61552438,1449.777081,0.731
2025-02-15T00:18:37.841Z,2.73549,1026.015108,0,7.7587,-0.894522,20133.51286,0.5,1,5.377,31.9603,83.562,25.61701701,25.617185,1449.754971,0.7256
2025-02-15T00:20:37.840Z,2.73516,1026.015989,0,7.759,-0.894512,20133.51425,0.5,1,5.367,31.9611,83.556,25.61791563,25.61808324,1449.734555,0.7209
2025-02-15T00:22:37.841Z,2.73491,1026.017838,0,7.7582,-0.894556,20133.51564,0.5,1,5.348,31.9629,83.581,25.61963477,25.61980206,1449.714603,0.7159
2025-02-15T00:24:37.840Z,2.73378,1026.029107,0,7.7584,-0.894576,20133.51703,0.5,1,5.318,31.9752,83.562,25.63094079,25.63110616,1449.611848,0.6898
2025-02-15T00:26:37.845Z,2.73224,1026.033299,0,7.7576,-0.894638,20133.51841,0.5,1,5.243,31.9789,83.55,25.63513697,25.63530058,1449.513196,0.6671
2025-02-15T00:28:37.845Z,2.73261,1026.029574,0,7.7563,-0.894699,20133.5198,0.5,1,5.191,31.975,83.525,25.63154843,25.63171258,1449.545866,0.6755
2025-02-15T00:30:37.845Z,2.73369,1026.025189,0,7.7544,-0.894789,20133.52119,0.5,1,5.212,31.9707,83.539,25.62713681,25.62730233,1449.620973,0.6932
2025-02-15T00:32:37.840Z,2.73316,1026.026731,0,7.7518,-0.894935,20133.52258,0.5,1,5.218,31.9722,83.514,25.62877974,25.62894459,1449.585683,0.6851
2025-02-15T00:34:37.840Z,2.73335,1026.025765,0,7.7519,-0.894928,20133.52397,0.5,1,5.219,31.9713,83.502,25.62787804,25.62804312,1449.599317,0.6884
2025-02-15T00:36:38.093Z,2.7333,1026.026659,0,7.7513,-0.894963,20133.52536,0.5,1,5.224,31.9723,83.502,25.62876878,25.62893374,1449.593361,0.6868
2025-02-15T00:38:37.840Z,2.73315,1026.028337,0,7.7491,-0.895086,20133.52675,0.5,1,5.221,31.9741,83.508,25.63041073,25.63057545,1449.579459,0.6832
2025-02-15T00:40:37.845Z,2.73327,1026.026973,0,7.7488,-0.895099,20133.52814,0.5,1,5.222,31.9725,83.527,25.62896198,25.62912695,1449.591301,0.6862
2025-02-15T00:42:37.845Z,2.73323,1026.026581,0,7.7479,-0.895148,20133.52953,0.5,1,5.223,31.9719,83.546,25.62847919,25.62864419,1449.590812,0.6862
2025-02-15T00:44:37.840Z,2.73285,1026.029673,0,7.7481,-0.895142,20133.53091,0.5,1,5.218,31.9753,83.527,25.63164493,25.63180931,1449.558593,0.6782
2025-02-15T00:46:37.841Z,2.73208,1026.033869,0,7.7469,-0.895222,20133.5323,0.5,1,5.194,31.9795,83.539,25.63575363,25.63591702,1449.502426,0.6646
2025-02-15T00:48:37.840Z,2.73176,1026.034662,0,7.7454,-0.895307,20133.53369,0.5,1,5.162,31.9802,83.531,25.63657366,25.63673667,1449.481359,0.6598
2025-02-15T00:50:37.840Z,2.73202,1026.033317,0,7.7451,-0.89532,20133.53508,0.5,1,5.159,31.9788,83.539,25.63520103,25.63536439,1449.500585,0.6644
2025-02-15T00:52:37.845Z,2.73159,1026.035161,0,7.7432,-0.895428,20133.53647,0.5,1,5.151,31.9806,83.539,25.63702914,25.63719197,1449.470631,0.6573
2025-02-15T00:54:37.840Z,2.73165,1026.034739,0,7.743,-0.895436,20133.53786,0.5,1,5.138,31.9803,83.514,25.63672895,25.63689181,1449.474838,0.6584
2025-02-15T00:56:37.844Z,2.73177,1026.033318,0,7.7419,-0.895496,20133.53925,0.5,0.9,5.135,31.9788,83.504,25.6353615,25.63552455,1449.486349,0.6614
2025-02-15T00:58:37.840Z,2.73179,1026.033707,0,7.7402,-0.895588,20133.54064,0.5,1,5.136,31.979,83.552,25.63552244,25.6356856,1449.487394,0.6614
2025-02-15T01:00:37.839Z,2.73181,1026.033582,0,7.7389,-0.895657,20133.54203,0.5,0.9,5.132,31.9789,83.546,25.63542593,25.63558909,1449.488531,0.6617
2025-02-15T01:02:37.840Z,2.73175,1026.033397,0,7.7384,-0.895686,20133.54341,0.5,1,5.136,31.9786,83.552,25.63521125,25.63537438,1449.485951,0.6612
2025-02-15T01:04:38.089Z,2.73181,1026.034273,0,7.7371,-0.895758,20133.5448,0.5,1,5.136,31.9796,83.566,25.63602132,25.63618449,1449.487052,0.6611
2025-02-15T01:06:37.839Z,2.73206,1026.03227,0,7.7369,-0.895764,20133.54619,0.5,0.9,5.139,31.9773,83.596,25.63388691,25.63405052,1449.508626,0.6664
2025-02-15T01:08:37.840Z,2.73195,1026.032803,0,7.7362,-0.895801,20133.54758,0.5,0.9,5.142,31.9779,83.583,25.63447678,25.63464022,1449.500102,0.6644
2025-02-15T01:10:37.840Z,2.73184,1026.03351,0,7.736,-0.895815,20133.54897,0.5,1,5.14,31.9787,83.573,25.63522755,25.63539082,1449.491892,0.6624
2025-02-15T01:12:37.844Z,2.73183,1026.033995,0,7.7349,-0.895874,20133.55036,0.5,1,5.139,31.9793,83.564,25.63575317,25.63591637,1449.488899,0.6616
2025-02-15T01:14:37.840Z,2.73178,1026.033713,0,7.7348,-0.895881,20133.55175,0.5,1,5.136,31.979,83.552,25.63552779,25.63569094,1449.486939,0.6613
2025-02-15T01:16:37.839Z,2.73182,1026.033451,0,7.7344,-0.8959,20133.55314,0.5,1,5.134,31.9788,83.539,25.63532941,25.63549259,1449.489651,0.662
2025-02-15T01:18:37.840Z,2.7319,1026.032703,0,7.7339,-0.895927,20133.55453,0.5,0.9,5.133,31.9782,83.502,25.634761,25.63492422,1449.495542,0.6636
2025-02-15T01:20:37.840Z,2.73196,1026.032664,0,7.7326,-0.896,20133.55591,0.5,1,5.136,31.9782,83.502,25.63472355,25.63488682,1449.498731,0.6643
2025-02-15T01:22:37.840Z,2.73204,1026.032321,0,7.7326,-0.895999,20133.5573,0.5,0.9,5.141,31.978,83.479,25.63449304,25.63465636,1449.504014,0.6656
2025-02-15T01:24:37.840Z,2.73236,1026.031151,0,7.7327,-0.895989,20133.55869,0.5,1,5.148,31.9767,83.514,25.63316842,25.63333221,1449.52654,0.6708
2025-02-15T01:26:37.840Z,2.73181,1026.034316,0,7.7328,-0.895989,20133.56008,0.5,1,5.143,31.98,83.504,25.63635925,25.63652228,1449.485211,0.6608
2025-02-15T01:28:37.840Z,2.73207,1026.03247,0,7.7319,-0.896033,20133.56147,0.5,1,5.145,31.9781,83.497,25.63455745,25.63472084,1449.505806,0.6659
2025-02-15T01:30:38.088Z,2.7322,1026.03167,0,7.732,-0.896028,20133.56286,0.5,0.9,5.145,31.9773,83.491,25.63379053,25.63395408,1449.515122,0.6682
2025-02-15T01:32:37.840Z,2.73253,1026.030141,0,7.7306,-0.896099,20133.56425,0.5,1,5.154,31.9758,83.489,25.63228337,25.63244732,1449.538603,0.6738
2025-02-15T01:34:37.840Z,2.73259,1026.02927,0,7.7315,-0.896045,20133.56564,0.5,1,5.17,31.9749,83.477,25.63147333,25.63163737,1449.544499,0.6754
2025-02-15T01:36:37.840Z,2.73265,1026.029159,0,7.7312,-0.896063,20133.56703,0.5,0.9,5.172,31.975,83.445,25.63151624,25.63168028,1449.5473,0.6761
2025-02-15T01:38:37.840Z,2.73265,1026.029972,0,7.7316,-0.896041,20133.56841,0.5,1,5.176,31.976,83.435,25.63237457,25.63253853,1449.543913,0.6751
2025-02-15T01:40:37.840Z,2.73272,1026.029368,0,7.7311,-0.896072,20133.5698,0.5,0.9,5.179,31.9754,83.426,25.63181665,25.63198069,1449.549346,0.6765
2025-02-15T01:42:37.839Z,2.73279,1026.028645,0,7.7303,-0.896111,20133.57119,0.5,1,5.178,31.9747,83.41,25.63117286,25.63133698,1449.554987,0.678
2025-02-15T01:44:37.840Z,2.73285,1026.02867,0,7.7318,-0.89603,20133.57258,0.5,1,5.184,31.9747,83.426,25.63112454,25.63128876,1449.559345,0.6789
2025-02-15T01:46:37.840Z,2.73297,1026.027933,0,7.7315,-0.896041,20133.57397,0.5,1,5.187,31.974,83.414,25.63044849,25.63061284,1449.567783,0.681
2025-02-15T01:48:37.844Z,2.73304,1026.027992,0,7.7315,-0.89604,20133.57536,0.5,0.9,5.191,31.9742,83.401,25.63057181,25.6307362,1449.571026,0.6817
2025-02-15T01:50:37.840Z,2.73309,1026.028215,0,7.7319,-0.896022,20133.57675,0.5,1,5.194,31.9744,83.42,25.63070588,25.63087034,1449.573877,0.6822
2025-02-15T01:52:37.839Z,2.73334,1026.02722,0,7.7314,-0.896044,20133.57814,0.5,1,5.201,31.9733,83.445,25.62960032,25.62976515,1449.591489,0.6863
2025-02-15T01:54:37.839Z,2.73335,1026.02664,0,7.731,-0.896066,20133.57953,0.5,1,5.205,31.9728,83.416,25.62916034,25.62932515,1449.593541,0.687
2025-02-15T01:56:37.840Z,2.73356,1026.025745,0,7.7316,-0.89603,20133.58091,0.5,1,5.211,31.9719,83.42,25.62825317,25.62841825,1449.60789,0.6904
2025-02-15T01:58:38.088Z,2.73376,1026.025833,0,7.7325,-0.89598,20133.5823,0.5,1,5.218,31.9723,83.397,25.62845654,25.62862175,1449.618064,0.6926
2025-02-15T02:00:37.838Z,2.7341,1026.023982,0,7.7323,-0.895985,20133.58369,0.5,0.9,5.228,31.9705,83.382,25.62669015,25.62685577,1449.642287,0.6985
2025-02-15T02:02:37.843Z,2.73397,1026.023952,0,7.7331,-0.895941,20133.58508,0.5,1,5.237,31.9704,83.376,25.6266852,25.6268507,1449.635684,0.6971
2025-02-15T02:04:37.839Z,2.7343,1026.023513,0,7.733,-0.895945,20133.58647,0.5,1,5.245,31.9705,83.313,25.62655524,25.62672092,1449.652546,0.701
2025-02-15T02:06:37.844Z,2.73422,1026.023378,0,7.733,-0.895948,20133.58786,0.5,1,5.255,31.9701,83.345,25.62626578,25.62643148,1449.649803,0.7004
2025-02-15T02:08:37.840Z,2.73427,1026.023299,0,7.7337,-0.89591,20133.58925,0.5,1,5.253,31.9702,83.32,25.62630846,25.62647416,1449.652716,0.7011
2025-02-15T02:10:37.838Z,2.73436,1026.022096,0,7.7336,-0.895912,20133.59064,0.5,0.9,5.257,31.9688,83.332,25.62505243,25.62521832,1449.661974,0.7035
2025-02-15T02:12:37.844Z,2.73436,1026.022517,0,7.7342,-0.895877,20133.59203,0.5,1,5.258,31.9692,83.347,25.62540127,25.62556716,1449.660473,0.703
2025-02-15T02:14:37.839Z,2.73442,1026.022485,0,7.7344,-0.895869,20133.59341,0.5,1,5.261,31.9692,83.351,25.62535266,25.62551863,1449.664635,0.7039
2025-02-15T02:16:37.844Z,2.73452,1026.021825,0,7.7345,-0.895856,20133.5948,0.5,1,5.262,31.9684,83.37,25.62460633,25.62477248,1449.672527,0.7058
2025-02-15T02:18:37.844Z,2.73466,1026.021437,0,7.7358,-0.895788,20133.59619,0.5,1,5.273,31.9681,83.364,25.62425144,25.62441774,1449.681588,0.7079
2025-02-15T02:20:37.843Z,2.73492,1026.020329,0,7.7356,-0.895794,20133.59758,0.5,1,5.28,31.967,83.368,25.6231338,25.62330043,1449.699759,0.7122
2025-02-15T02:22:37.843Z,2.7347,1026.021318,0,7.7363,-0.895761,20133.59897,0.5,1,5.286,31.9681,83.345,25.62422441,25.62439071,1449.683555,0.7084
2025-02-15T02:24:38.093Z,2.73491,1026.021052,0,7.7357,-0.895787,20133.60036,0.5,1,5.294,31.9681,83.32,25.62408377,25.62425022,1449.694982,0.711
2025-02-15T02:26:37.839Z,2.73491,1026.020302,0,7.7371,-0.895712,20133.60175,0.5,1,5.295,31.9673,83.307,25.62339682,25.6235633,1449.697348,0.7118
2025-02-15T02:28:37.840Z,2.73488,1026.021486,0,7.737,-0.895719,20133.60314,0.5,1,5.301,31.9687,83.299,25.62461521,25.62478156,1449.691343,0.7101
2025-02-15T02:30:37.839Z,2.73495,1026.020685,0,7.7381,-0.895657,20133.60453,0.5,1,5.3,31.9679,83.286,25.62387956,25.62404601,1449.697804,0.7118
2025-02-15T02:32:37.839Z,2.73502,1026.020421,0,7.7384,-0.895642,20133.60591,0.5,1,5.303,31.9678,83.257,25.6237558,25.62392225,1449.700841,0.7126
2025-02-15T02:34:37.844Z,2.73526,1026.01972,0,7.7389,-0.895609,20133.6073,0.5,1,5.31,31.9672,83.255,25.62307269,25.62323943,1449.716847,0.7163
2025-02-15T02:36:37.843Z,2.73516,1026.019912,0,7.7393,-0.895591,20133.60869,0.5,1,5.316,31.9673,83.263,25.62322357,25.62339022,1449.711195,0.715
2025-02-15T02:38:37.839Z,2.73532,1026.019484,0,7.7397,-0.895568,20133.61008,0.5,1,5.316,31.9669,83.268,25.62277714,25.62294397,1449.72121,0.7173
2025-02-15T02:40:37.839Z,2.73537,1026.019207,0,7.7397,-0.895566,20133.61147,0.5,1,5.322,31.9665,83.288,25.62240654,25.62257348,1449.725097,0.7182
2025-02-15T02:42:37.839Z,2.73564,1026.018708,0,7.7397,-0.895566,20133.61286,0.5,1,5.331,31.9663,83.261,25.62204499,25.62221217,1449.741227,0.7219
2025-02-15T02:44:37.844Z,2.7358,1026.018117,0,7.7399,-0.895551,20133.61425,0.5,1,5.338,31.9656,83.286,25.62134072,25.62150814,1449.752531,0.7245
2025-02-15T02:46:37.840Z,2.73613,1026.017621,0,7.7403,-0.895528,20133.61564,0.5,1,5.342,31.9654,83.268,25.62094082,25.62110856,1449.771988,0.7289
2025-02-15T02:48:37.838Z,2.73612,1026.017092,0,7.7417,-0.895451,20133.61703,0.5,1,5.352,31.9648,83.263,25.62043637,25.62060413,1449.772929,0.7293
2025-02-15T02:50:37.844Z,2.73621,1026.016159,0,7.7427,-0.895394,20133.61841,0.5,1,5.364,31.964,83.226,25.61968404,25.61985187,1449.780363,0.7313
2025-02-15T02:52:38.087Z,2.73711,1026.016206,0,7.7422,-0.895414,20133.6198,0.5,1,5.372,31.9648,83.226,25.61975595,25.61992464,1449.829177,0.7418
2025-02-15T02:54:37.839Z,2.73645,1026.016635,0,7.7434,-0.895353,20133.62119,0.5,1,5.377,31.9648,83.217,25.62020799,25.62037599,1449.791286,0.7335
2025-02-15T02:56:37.839Z,2.73671,1026.014703,0,7.7434,-0.895349,20133.62258,0.5,1,5.38,31.9628,83.211,25.61831593,25.61848429,1449.81218,0.7387
2025-02-15T02:58:37.844Z,2.73678,1026.014371,0,7.7448,-0.895273,20133.62397,0.5,1,5.383,31.9625,83.205,25.61801466,25.6181831,1449.816686,0.7398
2025-02-15T03:00:37.839Z,2.73725,1026.012577,0,7.7447,-0.895273,20133.62536,0.5,1,5.386,31.9609,83.188,25.61631851,25.61648749,1449.848388,0.7473
2025-02-15T03:02:37.839Z,2.73696,1026.014178,0,7.7453,-0.895242,20133.62675,0.5,1,5.388,31.9625,83.192,25.61788931,25.6180579,1449.826934,0.7421
2025-02-15T03:04:37.839Z,2.7371,1026.013819,0,7.7469,-0.895152,20133.62814,0.5,1,5.403,31.9623,83.173,25.61762481,25.61779352,1449.835,0.744
2025-02-15T03:06:37.839Z,2.73717,1026.013571,0,7.7471,-0.895145,20133.62953,0.5,1,5.418,31.962,83.186,25.61731801,25.61748684,1449.840268,0.7452
2025-02-15T03:08:37.839Z,2.73728,1026.01266,0,7.7477,-0.895106,20133.63091,0.5,1,5.421,31.9611,83.173,25.61647395,25.61664291,1449.848865,0.7474
2025-02-15T03:10:37.839Z,2.73736,1026.012789,0,7.7483,-0.895073,20133.6323,0.5,1,5.417,31.9614,83.159,25.61667161,25.61684061,1449.852673,0.7482
2025-02-15T03:12:37.839Z,2.73734,1026.01265,0,7.7488,-0.895049,20133.63369,0.5,1,5.417,31.9612,83.161,25.61652164,25.61669062,1449.851531,0.748
2025-02-15T03:14:37.839Z,2.73735,1026.01261,0,7.7492,-0.895025,20133.63508,0.5,1,5.42,31.9612,83.155,25.61651072,25.61667971,1449.852343,0.7482
2025-02-15T03:16:37.839Z,2.73728,1026.012198,0,7.7495,-0.895012,20133.63647,0.5,1,5.416,31.9608,83.13,25.61621623,25.61638512,1449.849133,0.7477
2025-02-15T03:18:38.088Z,2.7374,1026.012136,0,7.7499,-0.894985,20133.63786,0.5,1,5.417,31.9609,83.117,25.61622025,25.61638922,1449.85542,0.7491
2025-02-15T03:20:37.844Z,2.73743,1026.011138,0,7.7503,-0.894962,20133.63925,0.5,1,5.419,31.9598,83.111,25.61525343,25.6154225,1449.860681,0.7506
2025-02-15T03:22:37.839Z,2.73746,1026.010896,0,7.7507,-0.894939,20133.64064,0.5,1,5.421,31.9594,83.136,25.61489342,25.61506258,1449.863737,0.7513
2025-02-15T03:24:37.838Z,2.73763,1026.010273,0,7.7512,-0.894913,20133.64203,0.5,1,5.425,31.9588,83.14,25.61425773,25.61442712,1449.875734,0.7541
2025-02-15T03:26:37.839Z,2.73771,1026.010073,0,7.7512,-0.894911,20133.64341,0.5,1,5.431,31.9587,83.128,25.61411715,25.6142866,1449.880407,0.7552
2025-02-15T03:28:37.839Z,2.73768,1026.01041,0,7.752,-0.894867,20133.6448,0.5,1,5.434,31.9591,83.123,25.6144772,25.61464659,1449.877675,0.7545
2025-02-15T03:30:37.843Z,2.73793,1026.009263,0,7.752,-0.894864,20133.64619,0.5,1,5.438,31.958,83.117,25.61336806,25.61353775,1449.894754,0.7586
2025-02-15T03:32:37.839Z,2.73786,1026.009243,0,7.7533,-0.894795,20133.64758,0.5,1,5.443,31.958,83.102,25.61341731,25.61358689,1449.89042,0.7577
2025-02-15T03:34:37.839Z,2.73798,1026.008857,0,7.754,-0.894753,20133.64897,0.5,1,5.447,31.958,83.04,25.61332975,25.61349934,1449.896686,0.7593
2025-02-15T03:36:37.839Z,2.73818,1026.007631,0,7.7537,-0.894767,20133.65036,0.5,1,5.453,31.9568,83.027,25.6121728,25.61234263,1449.91079,0.7628
2025-02-15T03:38:37.844Z,2.73824,1026.007154,0,7.7539,-0.894755,20133.65175,0.5,1,5.459,31.9564,83.01,25.61177982,25.6119497,1449.915891,0.7641
2025-02-15T03:40:37.839Z,2.73838,1026.006397,0,7.7544,-0.894728,20133.65314,0.5,1,5.471,31.9557,82.998,25.6110852,25.61125523,1449.925674,0.7665
2025-02-15T03:42:37.844Z,2.73819,1026.007217,0,7.7554,-0.894677,20133.65453,0.5,1,5.47,31.9565,82.998,25.61189861,25.61206842,1449.912648,0.7634
2025-02-15T03:44:37.839Z,2.73806,1026.007473,0,7.7549,-0.894705,20133.65591,0.5,1,5.465,31.9568,82.977,25.61224948,25.61241909,1449.903615,0.7614
2025-02-15T03:46:38.088Z,2.73806,1026.007706,0,7.7553,-0.894682,20133.6573,0.5,1,5.461,31.9569,83.008,25.6123354,25.61250506,1449.903797,0.7613
2025-02-15T03:48:37.838Z,2.73836,1026.005773,0,7.7554,-0.894671,20133.65869,0.5,1,5.455,31.9549,83.008,25.61041427,25.61058435,1449.927046,0.767
2025-02-15T03:50:37.839Z,2.73838,1026.007893,0,7.7554,-0.894672,20133.66008,0.5,1,5.465,31.9571,83.059,25.6122881,25.61245818,1449.922161,0.7651
2025-02-15T03:52:37.839Z,2.73843,1026.005994,0,7.7558,-0.894651,20133.66147,0.5,1,5.475,31.9551,83.029,25.61053676,25.61070695,1449.930834,0.7677
2025-02-15T03:54:37.839Z,2.73828,1026.007135,0,7.756,-0.894639,20133.66286,0.5,1,5.477,31.9561,83.065,25.61150014,25.61167019,1449.919566,0.7648
2025-02-15T03:56:37.843Z,2.7383,1026.006683,0,7.756,-0.894643,20133.66425,0.5,1,5.474,31.9557,83.046,25.61114001,25.61131007,1449.921908,0.7655
2025-02-15T03:58:37.839Z,2.73831,1026.006103,0,7.7579,-0.894536,20133.66564,0.5,1,5.471,31.955,83.052,25.61053308,25.61070321,1449.924712,0.7663
2025-02-15T04:00:37.839Z,2.7385,1026.005115,0,7.7578,-0.89454,20133.66703,0.5,1,5.471,31.9541,83.035,25.60963364,25.60980397,1449.937783,0.7695
2025-02-15T04:02:37.839Z,2.73847,1026.005529,0,7.7578,-0.894539,20133.66841,0.5,1,5.476,31.9545,83.046,25.6099938,25.6101641,1449.935311,0.7688
2025-02-15T04:04:37.839Z,2.73853,1026.004835,0,7.7576,-0.894547,20133.6698,0.5,1,5.479,31.9539,83.017,25.60943984,25.60961018,1449.939952,0.7701
2025-02-15T04:06:37.842Z,2.73851,1026.005067,0,7.758,-0.894528,20133.67119,0.5,1,5.481,31.9542,83.008,25.60971408,25.60988436,1449.937477,0.7695
2025-02-15T04:08:37.843Z,2.73864,1026.004698,0,7.7588,-0.894481,20133.67258,0.5,1,5.491,31.9537,83.04,25.60919665,25.60936715,1449.946875,0.7716
2025-02-15T04:10:37.843Z,2.73873,1026.003061,0,7.76,-0.894414,20133.67397,0.5,1,5.488,31.952,83.017,25.60767548,25.60784613,1449.956967,0.7744
2025-02-15T04:12:38.092Z,2.73869,1026.003281,0,7.7589,-0.894475,20133.67536,0.5,1,5.485,31.9522,83.021,25.6078748,25.6080454,1449.954117,0.7737
2025-02-15T04:14:37.839Z,2.73867,1026.003326,0,7.7598,-0.894425,20133.67675,0.5,1,5.485,31.9521,83.046,25.60779985,25.6079705,1449.953936,0.7736
2025-02-15T04:16:37.839Z,2.73866,1026.00394,0,7.7598,-0.894426,20133.67814,0.5,1,5.487,31.9528,83.046,25.60841233,25.60858292,1449.950776,0.7727
2025-02-15T04:18:37.838Z,2.73875,1026.002767,0,7.7599,-0.894418,20133.67953,0.5,1,5.491,31.9515,83.048,25.60723485,25.60740561,1449.959987,0.7751
2025-02-15T04:20:37.843Z,2.73872,1026.003181,0,7.7606,-0.894381,20133.68091,0.5,1,5.489,31.9519,83.059,25.60759504,25.60776578,1449.957516,0.7744
2025-02-15T04:22:37.843Z,2.73877,1026.002918,0,7.7603,-0.894396,20133.6823,0.5,1,5.491,31.9517,83.046,25.60739572,25.60756649,1449.96022,0.7751
2025-02-15T04:24:37.839Z,2.73907,1026.000701,0,7.7606,-0.894372,20133.68369,0.5,1,5.504,31.9493,83.059,25.60512996,25.6053012,1449.984959,0.7812
2025-02-15T04:26:37.839Z,2.7391,1026.001224,0,7.7614,-0.894332,20133.68508,0.5,1,5.507,31.9499,83.065,25.60562357,25.60579482,1449.984944,0.781
2025-02-15T04:28:37.843Z,2.73944,1025.998561,0,7.7608,-0.894355,20133.68647,0.5,1,5.518,31.9472,83.046,25.60306653,25.60323826,1450.01285,0.788
2025-02-15T04:30:37.843Z,2.73949,1025.998957,0,7.7615,-0.894322,20133.68786,0.5,1,5.527,31.9477,83.046,25.60346318,25.60363493,1450.013968,0.7881
2025-02-15T04:32:37.838Z,2.73997,1025.995346,0,7.762,-0.894284,20133.68925,0.5,1,5.537,31.9439,83.046,25.59987181,25.60004428,1450.052978,0.7978
2025-02-15T04:34:37.839Z,2.73992,1025.996299,0,7.7615,-0.894312,20133.69064,0.5,1,5.556,31.9449,83.057,25.60076996,25.60094233,1450.046764,0.7961
2025-02-15T04:36:37.843Z,2.73992,1025.996333,0,7.7619,-0.894289,20133.69203,0.5,1,5.56,31.945,83.046,25.60085591,25.60102825,1450.046264,0.796
2025-02-15T04:38:37.844Z,2.73988,1025.995778,0,7.763,-0.894232,20133.69341,0.5,1,5.559,31.9445,83.015,25.60044824,25.60062051,1450.045551,0.7961
2025-02-15T04:40:38.093Z,2.7401,1025.994158,0,7.7634,-0.894205,20133.6948,0.5,1,5.56,31.9427,83.033,25.59875202,25.59892466,1450.063889,0.8006
2025-02-15T04:42:37.843Z,2.74006,1025.994064,0,7.7642,-0.894159,20133.69619,0.5,1,5.563,31.9428,82.989,25.59886559,25.5990381,1450.060583,0.8
2025-02-15T04:44:37.839Z,2.74003,1025.994116,0,7.7645,-0.894145,20133.69758,0.5,1,5.566,31.9429,82.977,25.59897364,25.59914608,1450.058251,0.7995
2025-02-15T04:46:37.838Z,2.74011,1025.993101,0,7.7648,-0.894125,20133.69897,0.5,1,5.571,31.9418,82.975,25.59797291,25.5981455,1450.066294,0.8016
2025-02-15T04:48:37.843Z,2.7404,1025.991085,0,7.765,-0.894107,20133.70036,0.5,1,5.579,31.9397,82.975,25.59596876,25.59614177,1450.089388,0.8073
2025-02-15T04:50:37.844Z,2.74048,1025.990713,0,7.766,-0.894055,20133.70175,0.5,1,5.591,31.9394,82.962,25.59566108,25.59583416,1450.094227,0.8085
2025-02-15T04:52:37.838Z,2.74061,1025.989974,0,7.766,-0.894053,20133.70314,0.5,1.1,5.597,31.9386,82.971,25.59488481,25.59505809,1450.104207,0.8109
2025-02-15T04:54:37.838Z,2.74057,1025.989649,0,7.7668,-0.89401,20133.70453,0.5,1.1,5.598,31.9382,82.969,25.59456865,25.59474191,1450.103189,0.8108
2025-02-15T04:56:37.839Z,2.74045,1025.99073,0,7.7679,-0.893952,20133.70591,0.5,1,5.599,31.9394,82.962,25.59567768,25.59585074,1450.092865,0.8082
2025-02-15T04:58:37.839Z,2.74051,1025.990216,0,7.7687,-0.893907,20133.7073,0.5,1,5.598,31.9388,82.971,25.59512317,25.59529634,1450.098116,0.8095
2025-02-15T05:00:37.839Z,2.74068,1025.989619,0,7.7683,-0.893928,20133.70869,0.5,1.1,5.604,31.9382,82.981,25.59448557,25.59465898,1450.110194,0.8123
2025-02-15T05:02:37.839Z,2.74074,1025.988756,0,7.7684,-0.893916,20133.71008,0.5,1.1,5.608,31.9373,82.971,25.59367311,25.59384661,1450.1161,0.8139
2025-02-15T05:04:37.839Z,2.74078,1025.988379,0,7.7694,-0.893861,20133.71147,0.5,1.1,5.607,31.937,82.952,25.59338751,25.59356102,1450.119025,0.8147
2025-02-15T05:06:38.088Z,2.74099,1025.986962,0,7.7701,-0.893824,20133.71286,0.5,1.1,5.615,31.9358,82.902,25.59221728,25.59239097,1450.133417,0.8184
2025-02-15T05:08:37.839Z,2.74097,1025.986884,0,7.7709,-0.893779,20133.71425,0.5,1,5.619,31.9357,82.9,25.59214795,25.59232162,1450.132344,0.8182
2025-02-15T05:10:37.839Z,2.74093,1025.987043,0,7.77,-0.893827,20133.71564,0.5,1.1,5.619,31.9361,82.856,25.59251401,25.59268753,1450.128529,0.8174
2025-02-15T05:12:37.839Z,2.74073,1025.988555,0,7.7714,-0.893757,20133.71703,0.5,1.1,5.616,31.9378,82.837,25.59410848,25.59428165,1450.111866,0.8133
2025-02-15T05:14:37.843Z,2.74062,1025.988862,0,7.7718,-0.893739,20133.71841,0.5,1.1,5.606,31.9382,82.812,25.59452988,25.59470286,1450.103819,0.8115
